creationTime,productSize,productColor,content
2019-07-03 14:56:14,全网通（8GB 128GB）,幻夜黑,华为荣耀20收到后现在已用了几天才来评价，真的不错虽然我不怎么拍照但相机拍的很清晰，手感也挺棒的，特别是打游戏一点不卡也不发烫，充电特别快，快得惊人，支持国货，客服服务态度挺好的 自己本来也很喜欢华为的手机 手机颜色非常漂亮手机特别顺畅内存大里面还有手机壳推荐支持支持。手机挺好的，一直用的荣耀，之前用的10，6+64的。这次换的20，8+128的，运行很赞，分辨率高清再高清拍照也很赞。当时没买到pro.直接买的20，当然，要拍照更好，就抢购pro.不过对于我来说，20就够了，真的超级赞，一直信任，一直喜爱！关键屏幕是全屏，挺喜欢，对于内存其他的，64g都够了，这次128g的，超级够用。处理器也很赞。总之一万个赞！
2019-06-03 19:34:48,全网通（8GB 128GB）,幻影蓝,大家都不看好评，我就写个差评，手机很好，打游戏也很流畅，之前一直上不去星耀，今天都快上王者了，看视频也很好，没有重影，发热也很好，系统运行很流畅，就这样吧
2019-06-06 22:02:41,全网通（8GB 128GB）,冰岛白,身为荣耀曾经的粉丝，给家里人买的全是荣耀系列，来客观评价一下这款手机，由于之前的手机是荣耀9，该评价均与荣耀9做对比。首先荣耀20砍了荣耀数字系列祖传的红外、AK音频芯片、耳机孔。马达从荣耀9的线性马达换成了转子马达，震动起来拖泥带水，强迫症忍不了。相机方面的确比荣耀9要好得多，但是20砍了激光对焦模块，在暗光近距离的条件下，对焦速度比荣耀9明显要慢。20的超级蓝牙在连接蓝牙耳机的时候会被强制成SBC解码，不支持AAC与aptx，如果想要买稍好一点蓝牙耳机搭配这个手机需要慎重。喇叭更不用说，音量开大各种破音，跟药9没可比性，还好平时不会用到。wifi方面跟荣耀9一样，单天线，2.4G最高只支持到72。屏幕方面还好，不比荣耀9的JDI差。20外观真的很好看，就是稍厚了一点点。性能方面的确比药9强了很多很多，9已经老了。华为这是积攒了一波粉丝，现在借着爱国情怀开始收割了。从此荣耀黑。如果我的评价哪里有误。欢迎讨论。
2019-10-14 20:56:25,全网通（8GB 256GB）,蓝水翡翠,待机时间：13小时无法开机。
2019-10-08 06:51:32,全网通（8GB 128GB）,蓝水翡翠,屏幕音效：屏显不能尽如人意
2019-10-12 13:36:24,全网通（8GB 128GB）,幻影蓝,外形外观：掉漆，啥心情都没了
2019-10-08 20:44:33,全网通（8GB 128GB）,蓝水翡翠,屏幕我一直按着没动，乱跳
2019-09-12 16:34:30,全网通（8GB 128GB）,冰岛白,其他特色：买了两天就降了200，你说我该怎么办？
2019-09-15 14:49:21,全网通（8GB 256GB）,幻影蓝,"拍照效果：怎么没有耳机
屏幕音效：怎么没有耳机"
2019-08-19 14:53:35,全网通（8GB 256GB）,幻影蓝,为什么没有配送耳机线？
2019-10-03 12:27:52,全网通（8GB 256GB）,幻夜黑,买的和自己想的不一样
2019-09-19 20:59:25,全网通（8GB 128GB）,冰岛白,买了一个月不到就降价了
2019-10-13 13:46:30,全网通（8GB 128GB）,幻夜黑,说好的送赠品都没有送。
2019-10-05 11:44:35,全网通（8GB 128GB）,幻夜黑,为什么我买的没有礼品送
2019-09-14 22:33:25,全网通（8GB 128GB）,冰岛白,买还没一个月就降价了，烦
2019-08-07 20:27:06,全网通（8GB 128GB）,幻夜黑,靠  买完就降价 有没有搞错
2019-10-18 20:57:04,全网通（8GB 256GB）,蓝水翡翠,客服不耐烦解释使用方法
2019-09-23 14:46:08,全网通（8GB 128GB）,幻夜黑,买完没几天竟然便宜了200
2019-09-09 20:39:28,全网通（8GB 128GB）,蓝水翡翠,其他特色：才买几天，降价几百，那质量差差的！！！
2019-09-09 21:58:09,全网通（8GB 256GB）,蓝水翡翠,不建议购买，客服态度不咋样
2019-09-19 14:45:33,全网通（8GB 128GB）,幻夜黑,我手机呢，没送到怎么完成了
2019-06-24 10:53:48,全网通（8GB 128GB）,冰岛白,没有任何赠品，还不如在~买
2019-09-10 21:14:07,全网通（8GB 128GB）,幻夜黑,买完就降价，还不支持价保
2019-10-01 19:43:20,全网通（8GB 128GB）,蓝水翡翠,买完两周降价200，不能保价
2019-09-18 11:54:41,全网通（8GB 128GB）,冰岛白,一分给降价 随便吧 降吧降吧
2019-10-15 23:38:00,全网通（8GB 256GB）,幻夜黑,价格为什么比实体店的要高呢？
2019-10-01 08:33:11,全网通（8GB 256GB）,幻影蓝,其他特色：买时2699，啥都不送，第二天变成2689送10000毫安电源，郁闷。。。
2019-06-24 16:04:52,全网通（8GB 128GB）,幻影蓝,新手机居然没有配耳机
2019-06-25 18:12:30,全网通（8GB 128GB）,幻夜黑,手机膜竟然有一个泡泡
2019-06-29 19:34:14,全网通（8GB 256GB）,冰岛白,刚买的手机显示就不行
2019-08-29 11:28:26,全网通（8GB 128GB）,冰岛白,手机发热才玩一个小时
2019-10-08 11:22:30,全网通（8GB 128GB）,幻夜黑,买个手机连耳机都没有
2019-09-13 00:38:14,全网通（8GB 128GB）,幻夜黑,刚买几天就降价，还不能退差价！
2019-10-13 21:13:44,全网通（8GB 128GB）,蓝水翡翠,快递慢的要死，配送站点送错了。
2019-09-14 09:07:00,全网通（8GB 128GB）,幻影蓝,才买半月不到，降价200。我去。。
2019-09-10 11:41:24,全网通（8GB 128GB）,冰岛白,我的移动充电器去那了？
2019-08-01 09:10:49,全网通（8GB 128GB）,幻影蓝,不是很好！服务态度不行！
2019-09-27 21:35:25,全网通（8GB 256GB）,冰岛白,签收不到三天时间，忽然就降价？！
2019-09-28 12:44:27,全网通（8GB 256GB）,冰岛白,手机有缝隙不是一点好多
2019-10-14 22:28:23,全网通（8GB 128GB）,冰岛白,连耳机都没有，是真的差
2019-10-04 17:11:06,全网通（8GB 128GB）,幻夜黑,手机用起有时候有点卡顿
2019-10-16 21:48:45,全网通（8GB 256GB）,蓝水翡翠,"外形外观：差
拍照效果：差
屏幕音效：差
运行速度：差
待机时间：差
其他特色：差"
2019-07-09 14:26:50,全网通（8GB 128GB）,冰岛白,本以为当天到货，没想到还是慢了一
2019-07-17 15:58:50,全网通（8GB 128GB）,冰岛白,手机有缝隙做工不是很精致
2019-07-04 12:44:57,全网通（8GB 128GB）,幻影蓝,退换货挺不爽的，快递员态度也一般
2019-07-11 11:15:07,全网通（8GB 128GB）,幻影蓝,说好送的东西没有送来，客服不理人
2019-09-15 23:18:32,全网通（8GB 128GB）,冰岛白,刚买没多久就降价了，超不爽
2019-08-31 15:51:55,全网通（8GB 128GB）,冰岛白,我就想问一句，写着赠品，为什么没有
2019-06-19 16:38:11,全网通（8GB 128GB）,幻夜黑,连个耳机都不带吗
2019-08-10 13:35:08,全网通（8GB 256GB）,冰岛白,用了两天就开始卡顿。退货。
2019-07-07 21:29:27,全网通（8GB 128GB）,幻夜黑,用没一个月死机两次
2019-07-13 06:52:32,全网通（8GB 128GB）,幻影蓝,经常**络不好
2019-07-23 16:06:53,全网通（8GB 128GB）,幻影蓝,不是想象中那么完美
2019-07-27 22:09:45,全网通（8GB 128GB）,幻夜黑,手机壳与手机不符
2019-07-29 09:42:56,全网通（8GB 128GB）,幻影蓝,没有想象中那么好
2019-07-31 15:00:36,全网通（8GB 128GB）,幻夜黑,耳机连接线不管用
2019-07-31 00:51:57,全网通（8GB 128GB）,幻影蓝,贼差，易碎键盘失灵
2019-08-07 17:01:24,全网通（8GB 256GB）,幻夜黑,裸机，线还没包装好
2019-08-19 20:06:58,全网通（8GB 128GB）,冰岛白,为什么耳机插上去没反应？？？
2019-08-19 12:54:14,全网通（8GB 128GB）,冰岛白,用几分钟手机就发烫
2019-08-21 14:23:17,全网通（8GB 128GB）,幻影蓝,手机续航很一般
2019-08-27 09:37:37,全网通（8GB 128GB）,幻影蓝,为什么要少我个手环
2019-09-08 00:14:52,全网通（8GB 128GB）,幻夜黑,不咋的，玩游戏卡
2019-09-09 19:06:34,全网通（8GB 128GB）,幻夜黑,刚买就降价服了服了
2019-09-09 13:49:57,全网通（8GB 128GB）,幻夜黑,买了一天就降价
2019-10-18 14:35:59,全网通（8GB 256GB）,冰岛白,才打开一会，手机电池就发烫
2019-09-09 22:45:10,全网通（8GB 128GB）,幻夜黑,刚买俩天就降价。不是有15天保价的吗？
2019-09-23 21:35:07,全网通（8GB 256GB）,幻夜黑,外形外观：不太喜欢
2019-10-08 06:09:17,全网通（8GB 128GB）,蓝水翡翠,买完第二天降价两百
2019-10-11 20:32:58,全网通（8GB 128GB）,幻影蓝,开视频怎么有回音。
2019-10-15 20:54:12,全网通（8GB 256GB）,幻夜黑,客服都不带理人的
2019-10-16 23:36:38,全网通（8GB 256GB）,冰岛白,手机不是很满意
2019-10-17 08:23:23,全网通（8GB 128GB）,蓝水翡翠,刚买完就送充电宝
2019-09-11 10:39:42,全网通（8GB 128GB）,蓝水翡翠,吃鸡布行 屏幕灵敏度反应迟钝
2019-07-19 12:40:31,全网通（8GB 256GB）,冰岛白,没有耳机 钢化膜也没有
2019-09-20 14:57:31,全网通（8GB 128GB）,幻夜黑,才买就掉价，感觉自己亏了?
2019-09-29 11:42:06,全网通（8GB 128GB）,幻夜黑,才买几天就降价了，还送很多东西，郁闷
2019-10-17 12:31:32,全网通（8GB 128GB）,幻夜黑,有史以来第一次买了东西以后找不到客服
2019-10-02 16:42:24,全网通（8GB 128GB）,幻夜黑,买完没一周降价二百，还不补差价&hellip;
2019-09-09 13:26:24,全网通（8GB 128GB）,蓝水翡翠,刚上手，没想到掉价两百
2019-10-07 20:15:29,全网通（8GB 128GB）,幻夜黑,这款手机耳机线都没给我配吗？
2019-08-21 23:11:11,全网通（8GB 128GB）,蓝水翡翠,客服乱搞要的颜色不一样
2019-08-18 19:37:21,全网通（8GB 256GB）,冰岛白,手机发热比较厉害，不理想！
2019-08-07 20:30:35,全网通（8GB 128GB）,冰岛白,系统问题还是没有苹果系统流畅
2019-07-23 03:41:06,全网通（8GB 128GB）,幻夜黑,为什么我买的时候没有赠品
2019-09-03 00:07:48,全网通（8GB 128GB）,幻夜黑,晚一天下单为什么没有充电宝呢
2019-10-17 14:33:26,全网通（8GB 128GB）,幻夜黑,掉了一下屏幕都坏了才买多久啊
2019-07-18 08:02:15,全网通（8GB 128GB）,冰岛白,昨天买的什么也不送，今天买就送个充电宝。
2019-10-20 19:41:27,全网通（8GB 256GB）,蓝水翡翠,用了半个小时，机身烫手
2019-08-25 16:55:55,全网通（8GB 128GB）,幻影蓝,我问店家的问题几天没有回复，这样的态度
2019-06-29 17:54:50,全网通（8GB 128GB）,幻夜黑,未收货，就说已经收货！还不能验货
2019-07-28 11:03:34,全网通（8GB 128GB）,幻夜黑,机身弯的，膜也差到顶了，
2019-09-09 07:51:29,全网通（8GB 128GB）,幻夜黑,买半个月降价了，而且还没有耳机，
2019-09-26 22:55:12,全网通（8GB 128GB）,蓝水翡翠,买了不到一个月就降价好多，难道都没有保价期
2019-06-21 19:22:17,全网通（8GB 256GB）,幻影蓝,不怎么样，可玩性不是很高
2019-07-08 17:06:30,全网通（8GB 256GB）,幻影蓝,才用了20来天手机就不怎么撑电了
2019-08-10 12:25:01,全网通（8GB 128GB）,幻影蓝,说的赠送一个都没有，连耳机都没有
2019-07-26 08:41:35,全网通（8GB 128GB）,冰岛白,屏幕向外突出 做工不怎么样
2019-08-27 03:20:47,全网通（8GB 128GB）,幻影蓝,里面怎么是安卓数据线
2019-10-13 16:13:24,全网通（8GB 256GB）,冰岛白,怎么没有耳机？买手机肯定有耳机啊
2019-08-16 11:58:44,全网通（8GB 128GB）,幻影蓝,"送充电宝的没货
有货的不送充电宝"
2019-09-19 14:42:26,全网通（8GB 128GB）,幻夜黑,我就没有收到东西 显示已经签收了
2019-08-05 13:38:46,全网通（8GB 128GB）,幻夜黑,说好三包，手机到了怎么发票没有啊
2019-08-23 11:55:34,全网通（8GB 128GB）,幻夜黑,手机使用中发烫的厉害，有点担心质量。
2019-09-10 09:00:55,全网通（8GB 128GB）,幻夜黑,刚买一个月就降了200，我也是呵呵了
2019-07-23 07:56:11,全网通（8GB 128GB）,冰岛白,只是没想到居然没有耳机
2019-07-13 17:30:30,全网通（8GB 256GB）,冰岛白,不咋样，第二天就开始卡机。
2019-08-27 16:09:34,全网通（8GB 128GB）,幻影蓝,"拍照效果：没说的好！
待机时间：不长，待24小时都不到！
其他将就！"
2019-07-19 21:56:10,全网通（8GB 128GB）,幻夜黑,说好的优惠券，结果说没有就没有了。
2019-09-10 11:38:09,全网通（8GB 128GB）,幻夜黑,手机好坏先不说，刚买两天就降价200？
2019-07-16 23:24:53,全网通（8GB 128GB）,幻影蓝,这个官方标配居然不送耳机。。。????
2019-09-01 19:25:28,全网通（8GB 128GB）,冰岛白,这个手机怎么连耳机都没有？气死我了
2019-07-06 14:24:52,全网通（8GB 128GB）,幻夜黑,很一般。尽量不要买，裸机，什么都不送。
2019-08-04 19:57:58,全网通（8GB 128GB）,幻影蓝,体验不好，因为着急用就没退
2019-06-17 11:12:35,全网通（8GB 128GB）,幻夜黑,手机就那，客服也不怎么滴，
2019-08-29 11:22:41,全网通（8GB 128GB）,幻夜黑,只有一个充电器，耳机都不见
2019-08-11 01:36:36,全网通（8GB 128GB）,幻影蓝,为什么没耳机，和插耳机的地方
2019-09-25 10:40:59,全网通（8GB 128GB）,幻夜黑,看视频不清晰，跟预期差太多
2019-09-10 19:38:47,全网通（8GB 128GB）,幻夜黑,只有一个手机，连个耳机都没有
2019-07-04 22:03:16,全网通（8GB 256GB）,冰岛白,触屏偶尔有点不太好用，其他的感觉还行
2019-09-29 00:18:50,全网通（8GB 256GB）,蓝水翡翠,昨天刚买，啥赠品没有，结果今天就赠送自拍杆
2019-08-23 22:36:17,全网通（8GB 128GB）,冰岛白,用了刚一个月死了两次机了
2019-10-09 14:46:38,全网通（8GB 128GB）,幻夜黑,明明说送充电宝和耳机的，一个都没有！
2019-07-14 21:24:57,全网通（8GB 128GB）,冰岛白,不按时送货，也不提前通知
2019-10-10 07:53:00,全网通（8GB 128GB）,蓝水翡翠,不知道为什么关机充电会自动开机的？
2019-06-25 09:07:43,全网通（8GB 256GB）,幻影蓝,送货快，618压根没活动，退款炒鸡慢。
2019-07-23 19:59:50,全网通（8GB 128GB）,幻夜黑,就那回事，一般，不太满意
2019-07-03 19:57:39,全网通（8GB 128GB）,幻夜黑,和介绍的一点不一样
2019-07-07 18:34:08,全网通（8GB 128GB）,幻夜黑,这是不是掉漆了？
2019-08-11 01:13:02,全网通（8GB 128GB）,幻夜黑,买完到了就一个手机耳机都不送，问客服还不回话
